Order_ID,Amount,Profit,Quantity,Category,Sub-Category,Payment_Mode,Order_Date,State,City,Year_Month,Customer_Name,Customer_ID,Product_ID,Location_ID,Date_ID,Year-Month,Year,Month,Quarter
OID-10594,3288,1477,3,Office Supplies,Pens,EMI,2024-05-26,Texas,Austin,2024-05,Andrew Macias,CID-10594,PID-10594,LID-10594,DID-10594,2024-05,2024,5,2
OID-10595,3288,1477,3,Office Supplies,Pens,EMI,2022-02-19,Illinois,Springfield,2022-02,Alejandro Williams,CID-10595,PID-10595,LID-10595,DID-10595,2022-02,2022,2,1
OID-10596,3977,813,5,Office Supplies,Binders,Credit Card,2024-12-09,New York,New York City,2024-12,Mark Rodriguez,CID-10596,PID-10596,LID-10596,DID-10596,2024-12,2024,12,4
OID-10597,6252,1377,2,Electronics,Printers,EMI,2023-06-01,Illinois,Chicago,2023-06,Sarah Montgomery,CID-10597,PID-10597,LID-10597,DID-10597,2023-06,2023,6,2
OID-10598,9084,3253,12,Office Supplies,Pens,Debit Card,2023-11-05,New York,Buffalo,2023-11,Marisa Prince,CID-10598,PID-10598,LID-10598,DID-10598,2023-11,2023,11,4
OID-10599,8994,1481,15,Electronics,Phones,Credit Card,2020-06-21,California,San Diego,2020-06,James Bonilla,CID-10599,PID-10599,LID-10599,DID-10599,2020-06,2020,6,2
OID-10600,1089,176,16,Office Supplies,Markers,EMI,2020-10-26,Texas,Dallas,2020-10,Robin Myers,CID-10600,PID-10600,LID-10600,DID-10600,2020-10,2020,10,4
OID-10601,6690,1001,19,Office Supplies,Binders,UPI,2022-06-06,Illinois,Springfield,2022-06,Nancy Sanchez,CID-10601,PID-10601,LID-10601,DID-10601,2022-06,2022,6,2
OID-10602,6690,1001,19,Office Supplies,Binders,UPI,2021-11-13,Illinois,Chicago,2021-11,Sydney Walls,CID-10602,PID-10602,LID-10602,DID-10602,2021-11,2021,11,4
OID-10603,4985,1920,10,Furniture,Bookcases,Credit Card,2022-06-06,Illinois,Springfield,2022-06,Nancy Sanchez,CID-10603,PID-10603,LID-10603,DID-10603,2022-06,2022,6,2
OID-10604,4985,1920,10,Furniture,Bookcases,Credit Card,2021-11-13,Illinois,Chicago,2021-11,Sydney Walls,CID-10604,PID-10604,LID-10604,DID-10604,2021-11,2021,11,4
OID-10605,8590,3565,15,Electronics,Electronic Games,EMI,2021-11-11,Florida,Miami,2021-11,Deborah Hoffman,CID-10605,PID-10605,LID-10605,DID-10605,2021-11,2021,11,4
OID-10606,6973,3038,10,Furniture,Tables,COD,2021-11-11,Florida,Miami,2021-11,Deborah Hoffman,CID-10606,PID-10606,LID-10606,DID-10606,2021-11,2021,11,4
OID-10607,4591,1941,19,Electronics,Printers,EMI,2021-07-31,Texas,Dallas,2021-07,Megan Williams,CID-10607,PID-10607,LID-10607,DID-10607,2021-07,2021,7,3
OID-10608,9612,2572,17,Office Supplies,Pens,Credit Card,2021-07-31,Texas,Dallas,2021-07,Megan Williams,CID-10608,PID-10608,LID-10608,DID-10608,2021-07,2021,7,3
OID-10609,5343,655,1,Furniture,Chairs,EMI,2024-04-13,California,San Diego,2024-04,Shane Clark,CID-10609,PID-10609,LID-10609,DID-10609,2024-04,2024,4,2
OID-10610,6956,318,20,Office Supplies,Markers,Debit Card,2022-04-19,Illinois,Springfield,2022-04,Steven Haynes,CID-10610,PID-10610,LID-10610,DID-10610,2022-04,2022,4,2
OID-10611,5306,2405,17,Furniture,Tables,EMI,2024-03-23,New York,Buffalo,2024-03,Kimberly Fuller,CID-10611,PID-10611,LID-10611,DID-10611,2024-03,2024,3,1
OID-10612,8982,448,17,Furniture,Sofas,UPI,2021-05-07,New York,New York City,2021-05,Angela Lyons,CID-10612,PID-10612,LID-10612,DID-10612,2021-05,2021,5,2
OID-10613,4826,562,5,Office Supplies,Paper,Debit Card,2021-05-07,New York,New York City,2021-05,Angela Lyons,CID-10613,PID-10613,LID-10613,DID-10613,2021-05,2021,5,2
OID-10614,972,106,15,Office Supplies,Pens,EMI,2022-05-06,Ohio,Cincinnati,2022-05,Betty Tucker,CID-10614,PID-10614,LID-10614,DID-10614,2022-05,2022,5,2
OID-10615,3665,802,4,Office Supplies,Markers,Credit Card,2021-08-09,Florida,Miami,2021-08,Brianna Hunt,CID-10615,PID-10615,LID-10615,DID-10615,2021-08,2021,8,3
OID-10616,3665,802,4,Office Supplies,Markers,Credit Card,2025-02-09,Florida,Tampa,2025-02,Cathy Clark,CID-10616,PID-10616,LID-10616,DID-10616,2025-02,2025,2,1
OID-10617,9808,2117,2,Office Supplies,Pens,UPI,2024-04-23,California,Los Angeles,2024-04,Nicole Warren,CID-10617,PID-10617,LID-10617,DID-10617,2024-04,2024,4,2
OID-10618,1133,73,17,Furniture,Chairs,UPI,2023-02-23,Ohio,Cleveland,2023-02,Richard Castaneda,CID-10618,PID-10618,LID-10618,DID-10618,2023-02,2023,2,1
OID-10619,1133,73,17,Furniture,Chairs,UPI,2024-06-06,California,San Diego,2024-06,Sarah Torres,CID-10619,PID-10619,LID-10619,DID-10619,2024-06,2024,6,2
OID-10620,6248,1168,19,Furniture,Bookcases,COD,2023-02-23,Ohio,Cleveland,2023-02,Richard Castaneda,CID-10620,PID-10620,LID-10620,DID-10620,2023-02,2023,2,1
OID-10621,6248,1168,19,Furniture,Bookcases,COD,2024-06-06,California,San Diego,2024-06,Sarah Torres,CID-10621,PID-10621,LID-10621,DID-10621,2024-06,2024,6,2
OID-10622,5666,2733,17,Electronics,Electronic Games,Credit Card,2025-01-27,Florida,Tampa,2025-01,Vanessa Deleon,CID-10622,PID-10622,LID-10622,DID-10622,2025-01,2025,1,1
OID-10623,4171,1450,18,Office Supplies,Markers,COD,2023-04-07,Texas,Dallas,2023-04,Richard Lyons,CID-10623,PID-10623,LID-10623,DID-10623,2023-04,2023,4,2
OID-10624,6236,2839,7,Electronics,Printers,Credit Card,2022-01-20,Illinois,Springfield,2022-01,Eric Adams,CID-10624,PID-10624,LID-10624,DID-10624,2022-01,2022,1,1
OID-10625,6236,2839,7,Electronics,Printers,Credit Card,2022-05-10,Florida,Orlando,2022-05,Chad Brown,CID-10625,PID-10625,LID-10625,DID-10625,2022-05,2022,5,2
OID-10626,5410,2456,8,Furniture,Chairs,Credit Card,2024-05-29,California,Los Angeles,2024-05,Kayla Becker,CID-10626,PID-10626,LID-10626,DID-10626,2024-05,2024,5,2
OID-10627,5410,2456,8,Furniture,Chairs,Credit Card,2022-01-04,Florida,Tampa,2022-01,Ashley Freeman,CID-10627,PID-10627,LID-10627,DID-10627,2022-01,2022,1,1
OID-10628,3024,1353,1,Furniture,Sofas,Credit Card,2024-05-02,California,Los Angeles,2024-05,Scott Harris,CID-10628,PID-10628,LID-10628,DID-10628,2024-05,2024,5,2
OID-10629,3024,1353,1,Furniture,Sofas,Credit Card,2021-12-28,Ohio,Columbus,2021-12,John James,CID-10629,PID-10629,LID-10629,DID-10629,2021-12,2021,12,4
OID-10630,7434,2851,5,Office Supplies,Markers,UPI,2022-12-12,Illinois,Springfield,2022-12,Jesse Bond,CID-10630,PID-10630,LID-10630,DID-10630,2022-12,2022,12,4
OID-10631,7213,508,19,Electronics,Electronic Games,Debit Card,2023-08-17,Texas,Dallas,2023-08,Brandon Hughes,CID-10631,PID-10631,LID-10631,DID-10631,2023-08,2023,8,3
OID-10632,7213,508,19,Electronics,Electronic Games,Debit Card,2021-11-29,Ohio,Cincinnati,2021-11,Lynn Reynolds,CID-10632,PID-10632,LID-10632,DID-10632,2021-11,2021,11,4
OID-10633,3176,586,9,Furniture,Tables,EMI,2023-08-17,Texas,Dallas,2023-08,Brandon Hughes,CID-10633,PID-10633,LID-10633,DID-10633,2023-08,2023,8,3
OID-10634,3176,586,9,Furniture,Tables,EMI,2021-11-29,Ohio,Cincinnati,2021-11,Lynn Reynolds,CID-10634,PID-10634,LID-10634,DID-10634,2021-11,2021,11,4
OID-10635,9144,2220,18,Office Supplies,Binders,Credit Card,2021-06-13,Florida,Miami,2021-06,Ronald Good,CID-10635,PID-10635,LID-10635,DID-10635,2021-06,2021,6,2
OID-10636,4146,865,19,Furniture,Tables,EMI,2022-07-04,Texas,Houston,2022-07,Kyle Baker,CID-10636,PID-10636,LID-10636,DID-10636,2022-07,2022,7,3
OID-10637,3793,875,7,Furniture,Tables,EMI,2022-07-04,Texas,Houston,2022-07,Kyle Baker,CID-10637,PID-10637,LID-10637,DID-10637,2022-07,2022,7,3
OID-10638,7169,2385,11,Furniture,Sofas,COD,2021-06-27,California,Los Angeles,2021-06,Michael Rivera,CID-10638,PID-10638,LID-10638,DID-10638,2021-06,2021,6,2
OID-10639,4046,417,18,Furniture,Chairs,Credit Card,2021-06-27,California,Los Angeles,2021-06,Michael Rivera,CID-10639,PID-10639,LID-10639,DID-10639,2021-06,2021,6,2
OID-10640,4164,905,11,Electronics,Phones,COD,2023-12-04,California,San Diego,2023-12,Lori Adkins,CID-10640,PID-10640,LID-10640,DID-10640,2023-12,2023,12,4
OID-10641,5389,2196,5,Furniture,Tables,UPI,2023-12-04,California,San Diego,2023-12,Lori Adkins,CID-10641,PID-10641,LID-10641,DID-10641,2023-12,2023,12,4
OID-10642,5448,2204,5,Furniture,Sofas,COD,2022-08-09,New York,New York City,2022-08,Luis Warner,CID-10642,PID-10642,LID-10642,DID-10642,2022-08,2022,8,3
OID-10643,4115,1285,1,Furniture,Sofas,UPI,2020-04-08,Florida,Orlando,2020-04,Donald Perry,CID-10643,PID-10643,LID-10643,DID-10643,2020-04,2020,4,2
OID-10644,4761,2231,12,Furniture,Tables,UPI,2020-04-08,Florida,Orlando,2020-04,Donald Perry,CID-10644,PID-10644,LID-10644,DID-10644,2020-04,2020,4,2
OID-10645,5899,2264,6,Office Supplies,Binders,EMI,2023-10-20,New York,Buffalo,2023-10,Adam Stevens,CID-10645,PID-10645,LID-10645,DID-10645,2023-10,2023,10,4
OID-10646,6109,3040,9,Furniture,Chairs,EMI,2022-02-10,New York,Buffalo,2022-02,Kimberly Johnson,CID-10646,PID-10646,LID-10646,DID-10646,2022-02,2022,2,1
OID-10647,6109,3040,9,Furniture,Chairs,EMI,2023-10-05,New York,Rochester,2023-10,Kelly Jones,CID-10647,PID-10647,LID-10647,DID-10647,2023-10,2023,10,4
OID-10648,4628,1491,17,Electronics,Electronic Games,UPI,2022-02-10,New York,Buffalo,2022-02,Kimberly Johnson,CID-10648,PID-10648,LID-10648,DID-10648,2022-02,2022,2,1
OID-10649,4628,1491,17,Electronics,Electronic Games,UPI,2023-10-05,New York,Rochester,2023-10,Kelly Jones,CID-10649,PID-10649,LID-10649,DID-10649,2023-10,2023,10,4
OID-10650,4369,584,13,Office Supplies,Pens,Credit Card,2022-09-22,Illinois,Peoria,2022-09,Ashley Petty,CID-10650,PID-10650,LID-10650,DID-10650,2022-09,2022,9,3
OID-10651,4369,584,13,Office Supplies,Pens,Credit Card,2021-04-03,Texas,Austin,2021-04,Crystal Ross,CID-10651,PID-10651,LID-10651,DID-10651,2021-04,2021,4,2
OID-10652,5632,2358,20,Furniture,Sofas,Credit Card,2021-05-03,California,Los Angeles,2021-05,Alexis Duffy,CID-10652,PID-10652,LID-10652,DID-10652,2021-05,2021,5,2
OID-10653,5632,2358,20,Furniture,Sofas,Credit Card,2024-02-11,Florida,Miami,2024-02,Stephanie Sanchez,CID-10653,PID-10653,LID-10653,DID-10653,2024-02,2024,2,1
OID-10654,5632,2358,20,Furniture,Sofas,Credit Card,2025-02-04,Ohio,Cleveland,2025-02,Reginald Espinoza,CID-10654,PID-10654,LID-10654,DID-10654,2025-02,2025,2,1
OID-10655,7519,402,14,Office Supplies,Paper,UPI,2022-10-12,California,San Diego,2022-10,Sandra Hicks,CID-10655,PID-10655,LID-10655,DID-10655,2022-10,2022,10,4
OID-10656,1564,674,13,Electronics,Electronic Games,Debit Card,2022-10-12,California,San Diego,2022-10,Sandra Hicks,CID-10656,PID-10656,LID-10656,DID-10656,2022-10,2022,10,4
OID-10657,2804,936,10,Electronics,Electronic Games,Credit Card,2022-02-06,Texas,Austin,2022-02,Olivia Orozco,CID-10657,PID-10657,LID-10657,DID-10657,2022-02,2022,2,1
OID-10658,2804,936,10,Electronics,Electronic Games,Credit Card,2020-11-09,Florida,Tampa,2020-11,Larry Moore,CID-10658,PID-10658,LID-10658,DID-10658,2020-11,2020,11,4
OID-10659,2804,936,10,Electronics,Electronic Games,Credit Card,2023-05-03,Florida,Tampa,2023-05,Mrs. Rachel Cannon DDS,CID-10659,PID-10659,LID-10659,DID-10659,2023-05,2023,5,2
OID-10660,2321,505,6,Furniture,Chairs,EMI,2022-10-04,Illinois,Springfield,2022-10,Daniel Flowers,CID-10660,PID-10660,LID-10660,DID-10660,2022-10,2022,10,4
OID-10661,5730,482,6,Electronics,Laptops,COD,2024-08-21,Florida,Tampa,2024-08,Randy Acosta,CID-10661,PID-10661,LID-10661,DID-10661,2024-08,2024,8,3
OID-10662,7441,867,12,Furniture,Sofas,COD,2021-11-20,Illinois,Chicago,2021-11,Deborah Williams,CID-10662,PID-10662,LID-10662,DID-10662,2021-11,2021,11,4
OID-10663,7441,867,12,Furniture,Sofas,COD,2020-05-13,Texas,Austin,2020-05,Robert Michael,CID-10663,PID-10663,LID-10663,DID-10663,2020-05,2020,5,2
OID-10664,1732,766,7,Office Supplies,Binders,UPI,2023-02-28,New York,New York City,2023-02,Danny Ramirez,CID-10664,PID-10664,LID-10664,DID-10664,2023-02,2023,2,1
OID-10665,8788,3944,19,Office Supplies,Paper,EMI,2023-02-28,New York,New York City,2023-02,Danny Ramirez,CID-10665,PID-10665,LID-10665,DID-10665,2023-02,2023,2,1
OID-10666,838,271,11,Office Supplies,Markers,EMI,2021-01-21,Ohio,Columbus,2021-01,Stephen Baker,CID-10666,PID-10666,LID-10666,DID-10666,2021-01,2021,1,1
OID-10667,838,271,11,Office Supplies,Markers,EMI,2022-02-28,Illinois,Peoria,2022-02,Jeffrey Wilcox,CID-10667,PID-10667,LID-10667,DID-10667,2022-02,2022,2,1
OID-10668,3577,699,2,Furniture,Tables,UPI,2021-01-21,Ohio,Columbus,2021-01,Stephen Baker,CID-10668,PID-10668,LID-10668,DID-10668,2021-01,2021,1,1
OID-10669,3577,699,2,Furniture,Tables,UPI,2022-02-28,Illinois,Peoria,2022-02,Jeffrey Wilcox,CID-10669,PID-10669,LID-10669,DID-10669,2022-02,2022,2,1
OID-10670,7122,1836,6,Electronics,Phones,Debit Card,2024-04-25,Texas,Dallas,2024-04,James Clarke,CID-10670,PID-10670,LID-10670,DID-10670,2024-04,2024,4,2
OID-10671,7122,1836,6,Electronics,Phones,Debit Card,2023-03-10,Texas,Houston,2023-03,Julia Gallagher,CID-10671,PID-10671,LID-10671,DID-10671,2023-03,2023,3,1
OID-10672,7122,1836,6,Electronics,Phones,Debit Card,2023-07-10,New York,New York City,2023-07,Ronald Frey Jr.,CID-10672,PID-10672,LID-10672,DID-10672,2023-07,2023,7,3
OID-10673,7327,2596,15,Office Supplies,Markers,Credit Card,2024-04-25,Texas,Dallas,2024-04,James Clarke,CID-10673,PID-10673,LID-10673,DID-10673,2024-04,2024,4,2
OID-10674,7327,2596,15,Office Supplies,Markers,Credit Card,2023-03-10,Texas,Houston,2023-03,Julia Gallagher,CID-10674,PID-10674,LID-10674,DID-10674,2023-03,2023,3,1
OID-10675,7327,2596,15,Office Supplies,Markers,Credit Card,2023-07-10,New York,New York City,2023-07,Ronald Frey Jr.,CID-10675,PID-10675,LID-10675,DID-10675,2023-07,2023,7,3
OID-10676,2239,1094,18,Electronics,Printers,COD,2024-07-28,Florida,Tampa,2024-07,Megan Charles,CID-10676,PID-10676,LID-10676,DID-10676,2024-07,2024,7,3
OID-10677,4932,1153,1,Office Supplies,Markers,COD,2024-07-28,Florida,Tampa,2024-07,Megan Charles,CID-10677,PID-10677,LID-10677,DID-10677,2024-07,2024,7,3
OID-10678,4609,1084,8,Electronics,Printers,UPI,2023-07-30,Florida,Orlando,2023-07,Amy Duran MD,CID-10678,PID-10678,LID-10678,DID-10678,2023-07,2023,7,3
OID-10679,2328,788,4,Office Supplies,Paper,UPI,2023-07-30,Florida,Orlando,2023-07,Amy Duran MD,CID-10679,PID-10679,LID-10679,DID-10679,2023-07,2023,7,3
OID-10680,4734,958,7,Electronics,Printers,Debit Card,2023-07-30,Florida,Orlando,2023-07,Amy Duran MD,CID-10680,PID-10680,LID-10680,DID-10680,2023-07,2023,7,3
OID-10681,1388,345,5,Furniture,Sofas,UPI,2024-10-05,New York,New York City,2024-10,Christopher Thomas,CID-10681,PID-10681,LID-10681,DID-10681,2024-10,2024,10,4
OID-10682,8555,1638,8,Electronics,Laptops,Credit Card,2024-10-05,New York,New York City,2024-10,Christopher Thomas,CID-10682,PID-10682,LID-10682,DID-10682,2024-10,2024,10,4
OID-10683,9024,730,4,Furniture,Tables,Credit Card,2024-02-20,Texas,Dallas,2024-02,Peter Castro,CID-10683,PID-10683,LID-10683,DID-10683,2024-02,2024,2,1
OID-10684,2468,418,4,Electronics,Laptops,Credit Card,2024-02-20,Texas,Dallas,2024-02,Peter Castro,CID-10684,PID-10684,LID-10684,DID-10684,2024-02,2024,2,1
OID-10685,9438,1801,4,Electronics,Electronic Games,COD,2023-04-19,Florida,Orlando,2023-04,Steven Acosta,CID-10685,PID-10685,LID-10685,DID-10685,2023-04,2023,4,2
OID-10686,9438,1801,4,Electronics,Electronic Games,COD,2023-10-29,Texas,Austin,2023-10,Lindsay Jackson,CID-10686,PID-10686,LID-10686,DID-10686,2023-10,2023,10,4
OID-10687,2685,379,18,Electronics,Phones,UPI,2022-03-08,Ohio,Cleveland,2022-03,Kelly Smith,CID-10687,PID-10687,LID-10687,DID-10687,2022-03,2022,3,1
OID-10688,2685,379,18,Electronics,Phones,UPI,2022-12-08,Florida,Tampa,2022-12,Sabrina Hartman,CID-10688,PID-10688,LID-10688,DID-10688,2022-12,2022,12,4
OID-10689,9916,4602,14,Furniture,Chairs,UPI,2022-03-08,Ohio,Cleveland,2022-03,Kelly Smith,CID-10689,PID-10689,LID-10689,DID-10689,2022-03,2022,3,1
OID-10690,9916,4602,14,Furniture,Chairs,UPI,2022-12-08,Florida,Tampa,2022-12,Sabrina Hartman,CID-10690,PID-10690,LID-10690,DID-10690,2022-12,2022,12,4
OID-10691,6184,50,14,Electronics,Electronic Games,Credit Card,2022-03-08,Ohio,Cleveland,2022-03,Kelly Smith,CID-10691,PID-10691,LID-10691,DID-10691,2022-03,2022,3,1
OID-10692,6184,50,14,Electronics,Electronic Games,Credit Card,2022-12-08,Florida,Tampa,2022-12,Sabrina Hartman,CID-10692,PID-10692,LID-10692,DID-10692,2022-12,2022,12,4
OID-10693,4548,2135,8,Office Supplies,Markers,Debit Card,2022-03-08,Ohio,Cleveland,2022-03,Kelly Smith,CID-10693,PID-10693,LID-10693,DID-10693,2022-03,2022,3,1
OID-10694,4548,2135,8,Office Supplies,Markers,Debit Card,2022-12-08,Florida,Tampa,2022-12,Sabrina Hartman,CID-10694,PID-10694,LID-10694,DID-10694,2022-12,2022,12,4
OID-10695,7195,1665,7,Office Supplies,Markers,COD,2024-07-27,New York,Rochester,2024-07,Cynthia Smith,CID-10695,PID-10695,LID-10695,DID-10695,2024-07,2024,7,3
OID-10696,7195,1665,7,Office Supplies,Markers,COD,2022-07-05,New York,Buffalo,2022-07,Olivia Dickerson,CID-10696,PID-10696,LID-10696,DID-10696,2022-07,2022,7,3
OID-10697,3098,957,18,Furniture,Bookcases,COD,2024-07-04,Texas,Austin,2024-07,Whitney Stout,CID-10697,PID-10697,LID-10697,DID-10697,2024-07,2024,7,3
OID-10698,5412,1192,18,Furniture,Tables,Credit Card,2024-02-28,California,San Diego,2024-02,Stephanie Flores,CID-10698,PID-10698,LID-10698,DID-10698,2024-02,2024,2,1
OID-10699,5412,1192,18,Furniture,Tables,Credit Card,2025-01-03,California,Los Angeles,2025-01,Gregory English,CID-10699,PID-10699,LID-10699,DID-10699,2025-01,2025,1,1
OID-10700,1397,686,11,Furniture,Chairs,Credit Card,2021-12-07,New York,New York City,2021-12,Natalie Maxwell,CID-10700,PID-10700,LID-10700,DID-10700,2021-12,2021,12,4
OID-10701,9279,552,14,Furniture,Chairs,EMI,2021-12-14,New York,Buffalo,2021-12,Tina Blake,CID-10701,PID-10701,LID-10701,DID-10701,2021-12,2021,12,4
OID-10702,9279,552,14,Furniture,Chairs,EMI,2020-11-30,California,San Francisco,2020-11,Clarence Cooke,CID-10702,PID-10702,LID-10702,DID-10702,2020-11,2020,11,4
OID-10703,2596,1003,19,Office Supplies,Paper,Credit Card,2021-12-14,New York,Buffalo,2021-12,Tina Blake,CID-10703,PID-10703,LID-10703,DID-10703,2021-12,2021,12,4
OID-10704,2596,1003,19,Office Supplies,Paper,Credit Card,2020-11-30,California,San Francisco,2020-11,Clarence Cooke,CID-10704,PID-10704,LID-10704,DID-10704,2020-11,2020,11,4
OID-10705,6732,911,19,Furniture,Bookcases,EMI,2021-12-29,New York,Buffalo,2021-12,Tamara Guzman,CID-10705,PID-10705,LID-10705,DID-10705,2021-12,2021,12,4
OID-10706,4495,1408,14,Office Supplies,Pens,EMI,2021-12-29,New York,Buffalo,2021-12,Tamara Guzman,CID-10706,PID-10706,LID-10706,DID-10706,2021-12,2021,12,4
OID-10707,9653,2471,6,Office Supplies,Paper,UPI,2024-07-08,New York,Buffalo,2024-07,Marissa Hartman,CID-10707,PID-10707,LID-10707,DID-10707,2024-07,2024,7,3
OID-10708,8945,1728,10,Furniture,Tables,UPI,2021-02-10,Illinois,Peoria,2021-02,Sara Garcia,CID-10708,PID-10708,LID-10708,DID-10708,2021-02,2021,2,1
OID-10709,4007,201,13,Furniture,Bookcases,COD,2020-10-21,Ohio,Columbus,2020-10,Kathryn Rogers,CID-10709,PID-10709,LID-10709,DID-10709,2020-10,2020,10,4
OID-10710,4007,201,13,Furniture,Bookcases,COD,2023-04-17,Texas,Dallas,2023-04,Kyle Dickson,CID-10710,PID-10710,LID-10710,DID-10710,2023-04,2023,4,2
OID-10711,810,231,18,Furniture,Bookcases,EMI,2020-10-21,Florida,Tampa,2020-10,Jacob Decker,CID-10711,PID-10711,LID-10711,DID-10711,2020-10,2020,10,4
OID-10712,9789,2071,18,Furniture,Bookcases,Debit Card,2023-12-28,New York,Rochester,2023-12,Aaron Johnson,CID-10712,PID-10712,LID-10712,DID-10712,2023-12,2023,12,4
OID-10713,9229,4090,8,Electronics,Electronic Games,COD,2023-12-28,New York,Rochester,2023-12,Aaron Johnson,CID-10713,PID-10713,LID-10713,DID-10713,2023-12,2023,12,4
OID-10714,8141,3968,18,Office Supplies,Markers,Debit Card,2022-12-23,New York,Rochester,2022-12,William Morse,CID-10714,PID-10714,LID-10714,DID-10714,2022-12,2022,12,4
OID-10715,8141,3968,18,Office Supplies,Markers,Debit Card,2022-08-10,Illinois,Peoria,2022-08,Carrie Smith,CID-10715,PID-10715,LID-10715,DID-10715,2022-08,2022,8,3
OID-10716,1067,251,14,Furniture,Sofas,EMI,2022-12-23,New York,Rochester,2022-12,William Morse,CID-10716,PID-10716,LID-10716,DID-10716,2022-12,2022,12,4
OID-10717,1067,251,14,Furniture,Sofas,EMI,2022-08-10,Illinois,Peoria,2022-08,Carrie Smith,CID-10717,PID-10717,LID-10717,DID-10717,2022-08,2022,8,3
OID-10718,3839,1415,10,Office Supplies,Binders,UPI,2023-10-17,California,Los Angeles,2023-10,Vincent Roth,CID-10718,PID-10718,LID-10718,DID-10718,2023-10,2023,10,4
OID-10719,3839,1415,10,Office Supplies,Binders,UPI,2022-02-28,Florida,Orlando,2022-02,Andrew Benson,CID-10719,PID-10719,LID-10719,DID-10719,2022-02,2022,2,1
OID-10720,2858,482,13,Electronics,Electronic Games,COD,2024-05-24,Texas,Austin,2024-05,Jason Wilson,CID-10720,PID-10720,LID-10720,DID-10720,2024-05,2024,5,2
OID-10721,2137,638,12,Furniture,Bookcases,Debit Card,2020-10-02,New York,New York City,2020-10,Colin Patterson,CID-10721,PID-10721,LID-10721,DID-10721,2020-10,2020,10,4
OID-10722,2831,1289,12,Furniture,Chairs,Debit Card,2020-10-02,New York,New York City,2020-10,Colin Patterson,CID-10722,PID-10722,LID-10722,DID-10722,2020-10,2020,10,4
OID-10723,3913,961,15,Furniture,Sofas,UPI,2024-02-10,Ohio,Columbus,2024-02,Eric Bates,CID-10723,PID-10723,LID-10723,DID-10723,2024-02,2024,2,1
OID-10724,3913,961,15,Furniture,Sofas,UPI,2021-02-06,California,San Francisco,2021-02,Steven Keith,CID-10724,PID-10724,LID-10724,DID-10724,2021-02,2021,2,1
OID-10725,4468,1940,9,Office Supplies,Paper,COD,2022-03-16,Florida,Tampa,2022-03,Seth Rodriguez,CID-10725,PID-10725,LID-10725,DID-10725,2022-03,2022,3,1
OID-10726,1579,602,9,Electronics,Laptops,Credit Card,2020-05-24,Ohio,Cincinnati,2020-05,Lauren Jones,CID-10726,PID-10726,LID-10726,DID-10726,2020-05,2020,5,2
OID-10727,1579,602,9,Electronics,Laptops,Credit Card,2025-02-16,Texas,Dallas,2025-02,Thomas Wallace,CID-10727,PID-10727,LID-10727,DID-10727,2025-02,2025,2,1
OID-10728,1579,602,9,Electronics,Laptops,Credit Card,2021-11-16,Ohio,Cincinnati,2021-11,Mr. Daniel Wilson,CID-10728,PID-10728,LID-10728,DID-10728,2021-11,2021,11,4
OID-10729,1579,602,9,Electronics,Laptops,Credit Card,2024-09-08,New York,Rochester,2024-09,Julie Smith MD,CID-10729,PID-10729,LID-10729,DID-10729,2024-09,2024,9,3
OID-10730,3760,1849,19,Furniture,Chairs,EMI,2020-05-24,Ohio,Cincinnati,2020-05,Lauren Jones,CID-10730,PID-10730,LID-10730,DID-10730,2020-05,2020,5,2
OID-10731,3760,1849,19,Furniture,Chairs,EMI,2025-02-16,Texas,Dallas,2025-02,Thomas Wallace,CID-10731,PID-10731,LID-10731,DID-10731,2025-02,2025,2,1
OID-10732,3760,1849,19,Furniture,Chairs,EMI,2021-11-16,Ohio,Cincinnati,2021-11,Mr. Daniel Wilson,CID-10732,PID-10732,LID-10732,DID-10732,2021-11,2021,11,4
OID-10733,3760,1849,19,Furniture,Chairs,EMI,2024-09-08,New York,Rochester,2024-09,Julie Smith MD,CID-10733,PID-10733,LID-10733,DID-10733,2024-09,2024,9,3
OID-10734,8706,3099,14,Office Supplies,Pens,Credit Card,2022-06-29,Illinois,Chicago,2022-06,Carol Mitchell,CID-10734,PID-10734,LID-10734,DID-10734,2022-06,2022,6,2
OID-10735,4708,696,14,Electronics,Electronic Games,Credit Card,2022-06-29,Illinois,Chicago,2022-06,Carol Mitchell,CID-10735,PID-10735,LID-10735,DID-10735,2022-06,2022,6,2
OID-10736,8089,3132,17,Furniture,Chairs,COD,2022-06-29,Illinois,Chicago,2022-06,Carol Mitchell,CID-10736,PID-10736,LID-10736,DID-10736,2022-06,2022,6,2
OID-10737,5462,673,12,Electronics,Printers,Debit Card,2022-11-03,Texas,Austin,2022-11,John Thompson,CID-10737,PID-10737,LID-10737,DID-10737,2022-11,2022,11,4
OID-10738,6392,444,18,Electronics,Electronic Games,Credit Card,2023-11-28,Florida,Tampa,2023-11,Debra Rodriguez,CID-10738,PID-10738,LID-10738,DID-10738,2023-11,2023,11,4
OID-10739,8706,1724,3,Electronics,Electronic Games,Debit Card,2020-04-25,Florida,Orlando,2020-04,Erin Vasquez,CID-10739,PID-10739,LID-10739,DID-10739,2020-04,2020,4,2
OID-10740,2349,319,4,Office Supplies,Pens,UPI,2022-01-18,Florida,Miami,2022-01,Clayton Lara,CID-10740,PID-10740,LID-10740,DID-10740,2022-01,2022,1,1
